Orthogroup	G_intestinalis_aa	G_muris_aa	S_salmonicida_aa
OG0000081			SS50377_20550, SS50377_24949, SS50377_25710, SS50377_26120, SS50377_27048, SS50377_28510, SS50377_28606, SS50377_28701, SS50377_28717
OG0000082			SS50377_20853, SS50377_24046, SS50377_24059, SS50377_24063, SS50377_24067, SS50377_24071, SS50377_24095, SS50377_24105, SS50377_24697
OG0000083			SS50377_21381, SS50377_21429, SS50377_21565, SS50377_21577, SS50377_21586, SS50377_21610, SS50377_21637, SS50377_21672, SS50377_21691
OG0000084			SS50377_22461, SS50377_22878, SS50377_22889, SS50377_22925, SS50377_22930, SS50377_22937, SS50377_22973, SS50377_25596, SS50377_27422
OG0000085	GL50803_112519, GL50803_113284, GL50803_114442, GL50803_61472, GL50803_61489, GL50803_92983, GL50803_d113284	GMRT_14082	
OG0000086	GL50803_102575, GL50803_111973, GL50803_112630, GL50803_112938, GL50803_113130, GL50803_113165, GL50803_16293, GL50803_61453		
OG0000087	GL50803_5665, GL50803_7110	GMRT_10901, GMRT_10902, GMRT_14642	SS50377_22589, SS50377_22599, SS50377_23006
OG0000088	GL50803_17205, GL50803_3983, GL50803_92645	GMRT_13305, GMRT_13992	SS50377_22523, SS50377_22998, SS50377_27851
OG0000089	GL50803_112135, GL50803_112673, GL50803_115066, GL50803_25816, GL50803_26981, GL50803_d26981	GMRT_16382	SS50377_25709
OG0000090	GL50803_16671, GL50803_16841, GL50803_16905, GL50803_17227, GL50803_31295, GL50803_5345		SS50377_27663, SS50377_27817
OG0000091	GL50803_5536	GMRT_20199, GMRT_20508, GMRT_20520, GMRT_23984, GMRT_24442	SS50377_24234, SS50377_24249
OG0000092	GL50803_112063, GL50803_114777, GL50803_17342	GMRT_15581, GMRT_15602	SS50377_26211, SS50377_27396, SS50377_27435
OG0000093	GL50803_17476		SS50377_21431, SS50377_21552, SS50377_21564, SS50377_21585, SS50377_21612, SS50377_21635, SS50377_21688
OG0000094	GL50803_60567	GMRT_12222	SS50377_24004, SS50377_24006, SS50377_24012, SS50377_24019, SS50377_24023, SS50377_24028
OG0000095	GL50803_29490, GL50803_4563, GL50803_8903	GMRT_12110, GMRT_14839	SS50377_25411, SS50377_25413, SS50377_25438
OG0000096	GL50803_101451, GL50803_103785, GL50803_112341, GL50803_20020	GMRT_11397, GMRT_13856, GMRT_14532, GMRT_15082	
OG0000097	GL50803_16090	GMRT_20531, GMRT_23065, GMRT_24003	SS50377_21046, SS50377_21071, SS50377_22679, SS50377_23914
OG0000098	GL50803_88765	GMRT_12382	SS50377_21991, SS50377_21992, SS50377_21993, SS50377_21994, SS50377_21995, SS50377_21996
OG0000099		GMRT_20002, GMRT_21306, GMRT_21808, GMRT_23220, GMRT_23578, GMRT_23585, GMRT_24887, GMRT_25098	
OG0000100		GMRT_10357, GMRT_14176, GMRT_14480, GMRT_15823, GMRT_20855, GMRT_21985, GMRT_23924, GMRT_24445	
OG0000101			SS50377_20518, SS50377_20532, SS50377_23627, SS50377_23639, SS50377_23665, SS50377_24551, SS50377_25598, SS50377_27477
OG0000102			SS50377_21281, SS50377_21282, SS50377_27324, SS50377_27325, SS50377_27782, SS50377_27793, SS50377_27878, SS50377_28427
OG0000103			SS50377_21803, SS50377_21808, SS50377_21814, SS50377_21826, SS50377_21833, SS50377_24662, SS50377_27136, SS50377_27137
OG0000104			SS50377_21898, SS50377_21956, SS50377_23055, SS50377_23056, SS50377_23594, SS50377_24909, SS50377_24914, SS50377_26589
OG0000105			SS50377_22637, SS50377_24793, SS50377_24814, SS50377_25039, SS50377_27216, SS50377_27230, SS50377_27232, SS50377_28098
OG0000106			SS50377_22980, SS50377_25175, SS50377_25179, SS50377_25207, SS50377_25211, SS50377_27753, SS50377_27770, SS50377_27799
OG0000107			SS50377_25862, SS50377_25985, SS50377_26008, SS50377_26043, SS50377_26049, SS50377_26074, SS50377_26079, SS50377_26084
OG0000108			SS50377_27541, SS50377_27543, SS50377_27545, SS50377_27547, SS50377_27549, SS50377_27551, SS50377_27553, SS50377_27555
OG0000109			SS50377_28565, SS50377_28596, SS50377_28651, SS50377_28659, SS50377_28675, SS50377_28680, SS50377_28684, SS50377_28688
OG0000110	GL50803_17056	GMRT_16396	SS50377_25054, SS50377_25056, SS50377_25070, SS50377_27747, SS50377_27776
OG0000111	GL50803_104232, GL50803_16805, GL50803_4465, GL50803_60130, GL50803_60167	GMRT_11103	SS50377_25415
OG0000112	GL50803_103943, GL50803_112126, GL50803_113987, GL50803_114891, GL50803_16842, GL50803_27717, GL50803_87706		
OG0000113	GL50803_24807, GL50803_8465, GL50803_9722	GMRT_10291, GMRT_10538, GMRT_15624	SS50377_27516
OG0000114	GL50803_8731, GL50803_9850	GMRT_10501, GMRT_14427	SS50377_23001, SS50377_24738, SS50377_26645
OG0000115	GL50803_25071		SS50377_21291, SS50377_23418, SS50377_25156, SS50377_25605, SS50377_27722, SS50377_28727
OG0000116	GL50803_10530, GL50803_8559	GMRT_11137, GMRT_11151	SS50377_21534, SS50377_27368, SS50377_28399
OG0000117	GL50803_22112, GL50803_61590	GMRT_14036, GMRT_22687	SS50377_21776, SS50377_21790, SS50377_22529
OG0000118	GL50803_15184, GL50803_7616	GMRT_11070, GMRT_12930	SS50377_22162, SS50377_24440, SS50377_24537
OG0000119	GL50803_101339, GL50803_10450, GL50803_42780, GL50803_7246	GMRT_10542	SS50377_22381, SS50377_23426
OG0000120	GL50803_16230, GL50803_61043	GMRT_10388, GMRT_13072	SS50377_22390, SS50377_22391, SS50377_22403
OG0000121	GL50803_4653	GMRT_11243, GMRT_11425, GMRT_20532, GMRT_24096	SS50377_25803, SS50377_25814
OG0000122			SS50377_20546, SS50377_20705, SS50377_23068, SS50377_23073, SS50377_24035, SS50377_26427, SS50377_26596
OG0000123			SS50377_20551, SS50377_20552, SS50377_21402, SS50377_22684, SS50377_22944, SS50377_22969, SS50377_26252
OG0000124			SS50377_21387, SS50377_21559, SS50377_21616, SS50377_21682, SS50377_25155, SS50377_26223, SS50377_26230
OG0000125			SS50377_21488, SS50377_21490, SS50377_22409, SS50377_24978, SS50377_25398, SS50377_27129, SS50377_28309
OG0000126			SS50377_21651, SS50377_21652, SS50377_21653, SS50377_24754, SS50377_26318, SS50377_27852, SS50377_27886
OG0000127			SS50377_22813, SS50377_22817, SS50377_22826, SS50377_23953, SS50377_23954, SS50377_24038, SS50377_24054
OG0000128			SS50377_24047, SS50377_24058, SS50377_24064, SS50377_24072, SS50377_24080, SS50377_24094, SS50377_24106
OG0000129			SS50377_24183, SS50377_24187, SS50377_27750, SS50377_27757, SS50377_27767, SS50377_27773, SS50377_27802
OG0000130			SS50377_25610, SS50377_25612, SS50377_25630, SS50377_25735, SS50377_25789, SS50377_27920, SS50377_28117
OG0000131			SS50377_27264, SS50377_27269, SS50377_27273, SS50377_27277, SS50377_27285, SS50377_27289, SS50377_28821
OG0000132			SS50377_28013, SS50377_28031, SS50377_28035, SS50377_28037, SS50377_28047, SS50377_28050, SS50377_28065
OG0000133	GL50803_16815, GL50803_8044	GMRT_10547	SS50377_21459, SS50377_23002, SS50377_28803
OG0000134	GL50803_14841	GMRT_14667	SS50377_22761, SS50377_22772, SS50377_22836, SS50377_24145
OG0000135	GL50803_8826	GMRT_13793, GMRT_14999	SS50377_26531, SS50377_26577, SS50377_27864
OG0000136	GL50803_113565, GL50803_13455, GL50803_14654, GL50803_15450, GL50803_8733, GL50803_94510		
OG0000137	GL50803_15342, GL50803_27293	GMRT_14926, GMRT_23238	SS50377_22869, SS50377_28257
OG0000138	GL50803_104250, GL50803_3910	GMRT_15366	SS50377_20724, SS50377_20736, SS50377_20750
OG0000139	GL50803_101906, GL50803_16795, GL50803_61478	GMRT_10502, GMRT_10996	SS50377_22113
OG0000140	GL50803_27035, GL50803_91127, GL50803_92892	GMRT_10995, GMRT_14081	SS50377_21219
OG0000141	GL50803_102654	GMRT_13360	SS50377_22952, SS50377_26502, SS50377_26635, SS50377_28234
OG0000142	GL50803_12031, GL50803_15587, GL50803_16156, GL50803_24123, GL50803_5171	GMRT_13800	
OG0000143	GL50803_1908, GL50803_6733, GL50803_8711	GMRT_10003, GMRT_10016	SS50377_24036
OG0000144	GL50803_6524, GL50803_8638	GMRT_12268, GMRT_14237, GMRT_21043	SS50377_23156
OG0000145	GL50803_14547, GL50803_7865	GMRT_15089	SS50377_22859, SS50377_22860, SS50377_28110
OG0000146	GL50803_137603, GL50803_8471	GMRT_10170, GMRT_13147	SS50377_21897, SS50377_27491
OG0000147	GL50803_14764, GL50803_15409	GMRT_12508, GMRT_12950, GMRT_14223, GMRT_14410	
OG0000148	GL50803_9545	GMRT_12813	SS50377_21015, SS50377_22036, SS50377_22319, SS50377_27693
OG0000149	GL50803_16808, GL50803_17365	GMRT_12219, GMRT_15078	SS50377_23925, SS50377_23942
OG0000150	GL50803_115478, GL50803_115479	GMRT_13110	SS50377_20800, SS50377_20809, SS50377_20812
OG0000151	GL50803_15412, GL50803_2351, GL50803_4320	GMRT_11755	SS50377_20603, SS50377_20877
OG0000152	GL50803_3367	GMRT_10949, GMRT_21197	SS50377_26034, SS50377_26093, SS50377_26551
OG0000153	GL50803_34160	GMRT_14092	SS50377_20312, SS50377_21108, SS50377_21145, SS50377_23721
OG0000154	GL50803_10329, GL50803_23325	GMRT_11887, GMRT_12563	SS50377_23257, SS50377_24521
OG0000155	GL50803_16758	GMRT_13792	SS50377_24392, SS50377_26213, SS50377_26237, SS50377_28112
OG0000156	GL50803_16880	GMRT_14360	SS50377_20401, SS50377_21914, SS50377_21948, SS50377_22918
OG0000157	GL50803_9088	GMRT_14496	SS50377_20547, SS50377_21912, SS50377_25055, SS50377_25071
OG0000158	GL50803_9848	GMRT_14428	SS50377_22133, SS50377_24461, SS50377_25800, SS50377_25806
OG0000159	GL50803_14670, GL50803_8064	GMRT_14208	SS50377_21779, SS50377_21787, SS50377_23573
OG0000160		GMRT_20410, GMRT_21238, GMRT_23222, GMRT_24078, GMRT_24453, GMRT_24756	
OG0000161		GMRT_20411, GMRT_20657, GMRT_23223, GMRT_24079, GMRT_24452, GMRT_24757	
OG0000162		GMRT_10765, GMRT_11428, GMRT_12355, GMRT_12670, GMRT_20533, GMRT_24095	
OG0000163			SS50377_20016, SS50377_21293, SS50377_22235, SS50377_25600, SS50377_27721, SS50377_28760
OG0000164			SS50377_20194, SS50377_22349, SS50377_23204, SS50377_25915, SS50377_25931, SS50377_26102
OG0000165			SS50377_20213, SS50377_22351, SS50377_23748, SS50377_24441, SS50377_24946, SS50377_24958
OG0000166			SS50377_20474, SS50377_20478, SS50377_20491, SS50377_20495, SS50377_20509, SS50377_22604
OG0000167			SS50377_20917, SS50377_20920, SS50377_23283, SS50377_26495, SS50377_26530, SS50377_27761
OG0000168			SS50377_21287, SS50377_21308, SS50377_22215, SS50377_24563, SS50377_27727, SS50377_28364
OG0000169			SS50377_21324, SS50377_23314, SS50377_24939, SS50377_26392, SS50377_26417, SS50377_28811
OG0000170			SS50377_21328, SS50377_21336, SS50377_21343, SS50377_21344, SS50377_21358, SS50377_21359
OG0000171			SS50377_21419, SS50377_21475, SS50377_21476, SS50377_21477, SS50377_21478, SS50377_28384
OG0000172			SS50377_21443, SS50377_21632, SS50377_28483, SS50377_28493, SS50377_28505, SS50377_28512
OG0000173			SS50377_21447, SS50377_21714, SS50377_21731, SS50377_28478, SS50377_28497, SS50377_28515
OG0000174			SS50377_21484, SS50377_23869, SS50377_23908, SS50377_23970, SS50377_23975, SS50377_27990
OG0000175			SS50377_21840, SS50377_21841, SS50377_22967, SS50377_27458, SS50377_27459, SS50377_28108
OG0000176			SS50377_22184, SS50377_23092, SS50377_24763, SS50377_25665, SS50377_25677, SS50377_26967
OG0000177			SS50377_22557, SS50377_22558, SS50377_22560, SS50377_22569, SS50377_22594, SS50377_22666
OG0000178			SS50377_22978, SS50377_22990, SS50377_22994, SS50377_27755, SS50377_27768, SS50377_27801
OG0000179			SS50377_24045, SS50377_24060, SS50377_24096, SS50377_24104, SS50377_24219, SS50377_24253
OG0000180			SS50377_24689, SS50377_24696, SS50377_26038, SS50377_26090, SS50377_27182, SS50377_27190
OG0000181			SS50377_24751, SS50377_24753, SS50377_24783, SS50377_24794, SS50377_24802, SS50377_24803
OG0000182			SS50377_26453, SS50377_26559, SS50377_26565, SS50377_26614, SS50377_26618, SS50377_26677
OG0000183			SS50377_27088, SS50377_27128, SS50377_27142, SS50377_27143, SS50377_27146, SS50377_27156
OG0000184			SS50377_27386, SS50377_27388, SS50377_27390, SS50377_27392, SS50377_27394, SS50377_27415
OG0000185	GL50803_113303, GL50803_114165, GL50803_119224	GMRT_16391	SS50377_27089
OG0000186	GL50803_10033, GL50803_8920	GMRT_11696, GMRT_13139	SS50377_26617
OG0000187	GL50803_12950, GL50803_2876	GMRT_10207, GMRT_12478	SS50377_26155
OG0000188	GL50803_21233, GL50803_3539	GMRT_11518, GMRT_14683	SS50377_21649
OG0000189	GL50803_102056, GL50803_21082	GMRT_11256, GMRT_13565	SS50377_27684
OG0000190	GL50803_15377, GL50803_8025	GMRT_11286, GMRT_13312	SS50377_24180
OG0000191	GL50803_114636, GL50803_28832, GL50803_3564	GMRT_13193, GMRT_13203	
OG0000192	GL50803_113876, GL50803_21411	GMRT_15174, GMRT_16378	SS50377_25166
OG0000193	GL50803_113892, GL50803_21118	GMRT_15304, GMRT_15553	SS50377_20163
OG0000194	GL50803_61047, GL50803_91712	GMRT_15567	SS50377_25237, SS50377_25254
OG0000195	GL50803_89845	GMRT_12539, GMRT_14274, GMRT_14846	SS50377_28333
OG0000196	GL50803_112432, GL50803_137715, GL50803_16716, GL50803_21321, GL50803_50380		
OG0000197	GL50803_16746	GMRT_10338, GMRT_15795	SS50377_25427, SS50377_25428
OG0000198	GL50803_137711, GL50803_15007, GL50803_15485	GMRT_14745	SS50377_22559
OG0000199	GL50803_115444, GL50803_115445, GL50803_137703, GL50803_24412, GL50803_8235		
OG0000200	GL50803_16125	GMRT_12401	SS50377_26017, SS50377_26024, SS50377_27726
OG0000201	GL50803_14460	GMRT_12402	SS50377_23248, SS50377_28157, SS50377_28170
OG0000202	GL50803_14259	GMRT_12407, GMRT_23234	SS50377_21502, SS50377_21506
OG0000203	GL50803_135885, GL50803_135886	GMRT_10486	SS50377_27378, SS50377_27402
OG0000204	GL50803_11700	GMRT_10475	SS50377_22838, SS50377_22857, SS50377_22862
OG0000205	GL50803_60379, GL50803_9662	GMRT_10493, GMRT_13364	SS50377_26893
OG0000206	GL50803_8722	GMRT_11019, GMRT_20866, GMRT_24201	SS50377_21985
OG0000207	GL50803_16826, GL50803_3147, GL50803_6650	GMRT_11102	SS50377_22105
OG0000208	GL50803_16622, GL50803_3063	GMRT_10038, GMRT_13341	SS50377_20463
OG0000209	GL50803_940	GMRT_13338	SS50377_20038, SS50377_20588, SS50377_28773
OG0000210	GL50803_14482, GL50803_96264	GMRT_10077	SS50377_26952, SS50377_28060
OG0000211	GL50803_12770, GL50803_16717, GL50803_5800	GMRT_11248, GMRT_15173	
OG0000212	GL50803_5347	GMRT_14132	SS50377_23236, SS50377_27917, SS50377_28135
OG0000213	GL50803_10238, GL50803_15404, GL50803_90236	GMRT_13977, GMRT_15099	
OG0000214	GL50803_17139, GL50803_21116	GMRT_15274, GMRT_15374	SS50377_27353
OG0000215	GL50803_16387	GMRT_10255	SS50377_23929, SS50377_23933, SS50377_23940
OG0000216	GL50803_100845, GL50803_3950	GMRT_10253, GMRT_15250	SS50377_25341
OG0000217	GL50803_12164, GL50803_6179	GMRT_11121, GMRT_14094	SS50377_25629
OG0000218	GL50803_9148	GMRT_21084	SS50377_26482, SS50377_26486, SS50377_27153
OG0000219	GL50803_16830, GL50803_17454	GMRT_10168, GMRT_15327	SS50377_26878
OG0000220	GL50803_12082	GMRT_13369	SS50377_23928, SS50377_23934, SS50377_23941
OG0000221	GL50803_21942	GMRT_13401	SS50377_22792, SS50377_22797, SS50377_28790
OG0000222	GL50803_14637, GL50803_14917, GL50803_16585, GL50803_34050		SS50377_23053
OG0000223	GL50803_5857	GMRT_15362	SS50377_25766, SS50377_26661, SS50377_28354
OG0000224	GL50803_89746	GMRT_10958	SS50377_20021, SS50377_20030, SS50377_22169
OG0000225	GL50803_14566, GL50803_8741	GMRT_10964, GMRT_10966	SS50377_27195
OG0000226	GL50803_14168, GL50803_17214	GMRT_12661, GMRT_13698	SS50377_27692
OG0000227	GL50803_16368	GMRT_15088	SS50377_23160, SS50377_23983, SS50377_23992
OG0000228	GL50803_7878	GMRT_15073	SS50377_27280, SS50377_27282, SS50377_28818
OG0000229	GL50803_2972	GMRT_10374	SS50377_25471, SS50377_25847, SS50377_25861
OG0000230	GL50803_11599	GMRT_14545	SS50377_20879, SS50377_23978, SS50377_26371
OG0000231	GL50803_103659, GL50803_106320	GMRT_13121	SS50377_23121, SS50377_23133
OG0000232	GL50803_60815, GL50803_d60815	GMRT_14533	SS50377_22619, SS50377_22628
OG0000233	GL50803_17241, GL50803_29263, GL50803_3095, GL50803_8359	GMRT_13003	
OG0000234	GL50803_13575, GL50803_4236	GMRT_12483, GMRT_12484	SS50377_28383
OG0000235	GL50803_2692, GL50803_7126	GMRT_11017	SS50377_26850, SS50377_27328
OG0000236	GL50803_11720, GL50803_15464	GMRT_11828	SS50377_23709, SS50377_24761
OG0000237	GL50803_112681, GL50803_114776	GMRT_24953	SS50377_26433, SS50377_26437
OG0000238	GL50803_8978	GMRT_12578	SS50377_20018, SS50377_22847, SS50377_25105
OG0000239	GL50803_33689, GL50803_3822	GMRT_15655, GMRT_15978	SS50377_22515
OG0000240	GL50803_12162	GMRT_11430, GMRT_20535	SS50377_20667, SS50377_28740
OG0000241	GL50803_112304, GL50803_112312	GMRT_10908	SS50377_27439, SS50377_27443
OG0000242	GL50803_24451	GMRT_14940	SS50377_26751, SS50377_26874, SS50377_26879
OG0000243	GL50803_10969, GL50803_15324	GMRT_14212, GMRT_14215	SS50377_24276
OG0000244	GL50803_115052	GMRT_11508, GMRT_12335, GMRT_14744	SS50377_27085
OG0000245	GL50803_10680	GMRT_15887	SS50377_20584, SS50377_20591, SS50377_28776
OG0000246	GL50803_16599	GMRT_15869	SS50377_20059, SS50377_24372, SS50377_24405
OG0000247	GL50803_16970, GL50803_41619	GMRT_10328, GMRT_15862	SS50377_28405
OG0000248	GL50803_25035	GMRT_15863	SS50377_21520, SS50377_23144, SS50377_27745
OG0000249	GL50803_8394	GMRT_10301	SS50377_23813, SS50377_28525, SS50377_28551
OG0000250	GL50803_11740	GMRT_15525	SS50377_20651, SS50377_24159, SS50377_26621
OG0000251	GL50803_9523	GMRT_11448, GMRT_13802	SS50377_21270, SS50377_22038
OG0000252	GL50803_33166	GMRT_12135, GMRT_13948	SS50377_22796, SS50377_28788
OG0000253	GL50803_16220	GMRT_11725, GMRT_13869	SS50377_20337, SS50377_22597
OG0000254	GL50803_95786	GMRT_12097, GMRT_12340, GMRT_15916, GMRT_23156	
OG0000255	GL50803_22677	GMRT_16318	SS50377_25590, SS50377_26177, SS50377_28814
OG0000256	GL50803_8960	GMRT_14037	SS50377_25832, SS50377_25887, SS50377_27382
OG0000257	GL50803_14347	GMRT_12631, GMRT_23424	SS50377_25637, SS50377_27615
OG0000258	GL50803_5942	GMRT_10948, GMRT_15597, GMRT_21198	SS50377_28054
OG0000259	GL50803_94117	GMRT_12681, GMRT_14064, GMRT_16006	SS50377_25523
OG0000260	GL50803_17337	GMRT_12672	SS50377_23347, SS50377_23348, SS50377_28581
OG0000261	GL50803_117436, GL50803_117437, GL50803_61641, GL50803_61724, GL50803_93800		
OG0000262		GMRT_11306, GMRT_11628, GMRT_12166, GMRT_12211, GMRT_20857	
OG0000263			SS50377_20004, SS50377_20007, SS50377_20012, SS50377_21300, SS50377_24556
OG0000264			SS50377_20009, SS50377_20014, SS50377_24554, SS50377_26665, SS50377_28369
OG0000265			SS50377_20019, SS50377_27370, SS50377_27999, SS50377_28033, SS50377_28034
OG0000266			SS50377_20199, SS50377_21917, SS50377_22180, SS50377_22513, SS50377_23733
OG0000267			SS50377_20281, SS50377_20282, SS50377_20283, SS50377_20304, SS50377_20326
OG0000268			SS50377_20543, SS50377_20613, SS50377_22774, SS50377_28529, SS50377_28567
OG0000269			SS50377_20556, SS50377_20561, SS50377_20568, SS50377_21172, SS50377_23713
OG0000270			SS50377_20558, SS50377_23460, SS50377_24195, SS50377_24581, SS50377_24591
OG0000271			SS50377_20714, SS50377_22078, SS50377_25874, SS50377_26181, SS50377_26186
OG0000272			SS50377_20796, SS50377_22371, SS50377_23829, SS50377_23833, SS50377_26319
OG0000273			SS50377_21290, SS50377_21304, SS50377_21385, SS50377_27723, SS50377_28726
OG0000274			SS50377_21380, SS50377_21437, SS50377_21452, SS50377_21674, SS50377_21689
OG0000275			SS50377_21445, SS50377_21633, SS50377_21728, SS50377_28482, SS50377_28495
OG0000276			SS50377_21457, SS50377_21458, SS50377_21595, SS50377_21601, SS50377_26458
OG0000277			SS50377_21629, SS50377_22810, SS50377_22820, SS50377_28435, SS50377_28488
OG0000278			SS50377_21811, SS50377_27403, SS50377_28394, SS50377_28397, SS50377_28401
OG0000279			SS50377_22642, SS50377_22646, SS50377_22651, SS50377_22654, SS50377_22662
OG0000280			SS50377_22740, SS50377_22749, SS50377_22763, SS50377_22770, SS50377_22778
OG0000281			SS50377_22757, SS50377_22782, SS50377_22784, SS50377_24232, SS50377_24247
OG0000282			SS50377_22997, SS50377_26372, SS50377_27035, SS50377_27061, SS50377_27096
OG0000283			SS50377_23641, SS50377_23666, SS50377_23670, SS50377_27050, SS50377_27051
OG0000284			SS50377_24091, SS50377_24109, SS50377_24877, SS50377_24888, SS50377_26667
OG0000285			SS50377_24734, SS50377_24765, SS50377_25757, SS50377_25780, SS50377_25788
OG0000286			SS50377_24759, SS50377_24786, SS50377_24806, SS50377_25020, SS50377_28708
OG0000287			SS50377_24889, SS50377_25053, SS50377_28563, SS50377_28628, SS50377_28629
OG0000288			SS50377_25908, SS50377_25911, SS50377_25980, SS50377_25995, SS50377_26012
OG0000289			SS50377_26279, SS50377_26282, SS50377_26288, SS50377_26291, SS50377_26297
OG0000290	GL50803_113673, GL50803_60028	GMRT_13640	SS50377_24422
OG0000291	GL50803_15252	GMRT_16100	SS50377_20177, SS50377_28692
OG0000292	GL50803_10606, GL50803_8209	GMRT_16096	SS50377_20072
OG0000293	GL50803_13896	GMRT_15287	SS50377_25243, SS50377_26701
OG0000294	GL50803_16298	GMRT_15285	SS50377_25137, SS50377_25194
OG0000295	GL50803_14488	GMRT_13296	SS50377_22788, SS50377_26812
OG0000296	GL50803_116712, GL50803_116713	GMRT_16149	SS50377_23004
OG0000297	GL50803_134441, GL50803_134442	GMRT_16148	SS50377_22419
OG0000298	GL50803_111911, GL50803_113952, GL50803_114445, GL50803_d114445		
OG0000299	GL50803_15869	GMRT_11687	SS50377_27248, SS50377_28736
OG0000300	GL50803_14702	GMRT_11637	SS50377_26759, SS50377_26761
OG0000301	GL50803_103373, GL50803_114119, GL50803_114787	GMRT_11399	
